,Unnamed: 0,imDbId,title,fullTitle,year,items,sentiment_score,neg,neu,pos,compound
130,888,tt3371366,Transformers: The Last Knight,Transformers: The Last Knight (2017),2017,"{'publisher': 'Vox', 'author': 'Emily VanDerWerff', 'link': 'https://www.vox.com/culture/2017/6/20/15840856/transformers-the-last-knight-review-transformers-5', 'rate': '40', 'content': 'There’s fun to be had in The Last Knight, if you can find it among the chaos — and if you can remember it after the fact.'}",-0.1,0.09,0.829,0.08,-0.1027
131,893,tt3371366,Transformers: The Last Knight,Transformers: The Last Knight (2017),2017,"{'publisher': 'Slant Magazine', 'author': 'Jake Cole', 'link': '', 'rate': '12', 'content': ""The sensory overload of Michael Bay's hyperkinetic cinema is such that it eradicates any actual sense of place.""}",-0.36,0.082,0.918,0.0,-0.3612
132,899,tt4116284,The Lego Batman Movie,The Lego Batman Movie (2017),2017,"{'publisher': 'Total Film', 'author': 'Neil Smith', 'link': 'https://www.gamesradar.com/the-lego-batman-movie-review/', 'rate': '80', 'content': 'An entertaining, if frenetic, vehicle for Arnett’s Bale-inspired Bats that packs plenty of laughs.'}",0.44,0.0,0.892,0.108,0.4404
133,900,tt4116284,The Lego Batman Movie,The Lego Batman Movie (2017),2017,"{'publisher': 'We Got This Covered', 'author': 'Matt Donato', 'link': 'https://wegotthiscovered.com/movies/the-lego-batman-movie-review/', 'rate': '70', 'content': 'When it counts, The LEGO Batman Movie delivers everything you’d want from such a farcical superhero creation.'}",0.08,0.0,0.956,0.044,0.0772
134,911,tt3731562,Kong: Skull Island,Kong: Skull Island (2017),2017,"{'publisher': 'Empire', 'author': '', 'link': 'https://www.empireonline.com/movies/reviews/kong-skull-island-review/', 'rate': '60', 'content': 'King Kong lives! But only just. This is an uneven adventure that’s saved by the spectacle of its towering title character and the various beasts with whom he shares his island home.'}",0.87,0.0,0.796,0.204,0.8671
135,908,tt3731562,Kong: Skull Island,Kong: Skull Island (2017),2017,"{'publisher': 'TheWrap', 'author': 'Alonso Duralde', 'link': 'https://www.thewrap.com/kong-skull-island-review-brie-larson-tom-hiddleston-samuel-l-jackson/', 'rate': '65', 'content': 'It lacks neither fun nor polish, but it has the square tidiness of a compartmentalized fast-food meal.'}",-0.21,0.069,0.931,0.0,-0.2146
136,915,tt1293847,xXx: Return of Xander Cage,xXx: Return of Xander Cage (2017),2017,"{'publisher': 'Chicago Tribune', 'author': 'Katie Walsh', 'link': 'https://www.chicagotribune.com/entertainment/movies/sc-xxx-xander-mov-rev-0119-20170119-story.html', 'rate': '63', 'content': 'Pure spectacle has since been subsumed into narrative filmmaking, but the cinema of attractions is always present, especially in modern action movies, and there may be no greater current example of this than xXx: The Return of Xander Cage.'}",0.63,0.049,0.828,0.122,0.631
137,919,tt1293847,xXx: Return of Xander Cage,xXx: Return of Xander Cage (2017),2017,"{'publisher': 'Total Film', 'author': '', 'link': 'https://www.gamesradar.com/movies-to-watch-20-january-2017/', 'rate': '40', 'content': 'Somewhat impressively, it’s even stupider than this outlandish synopsis sounds, with action that makes the F&F movies look grounded, “hip” dialogue that induces spasms of embarrassment and a shockingly casual disregard for human life.'}",-0.69,0.197,0.716,0.087,-0.6901
138,930,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them (2016),2016,"{'publisher': 'Variety', 'author': 'Peter Debruge', 'link': 'https://variety.com/2016/film/reviews/fantastic-beasts-and-where-to-find-them-review-harry-potter-1201916885/', 'rate': '70', 'content': 'Maintaining Yates as director lends a consistency to the project, and yet, it would have been refreshing to get a completely new take on Rowling’s world with this series, especially considering how murky and self-serious they got in the final chapters. Still, Yates knows this world as well as anyone, and he excels at finding visual solutions for challenging ideas.'}",0.78,0.0,0.878,0.122,0.7845
139,933,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them (2016),2016,"{'publisher': 'ScreenCrush', 'author': 'E. Oliver Whitney', 'link': 'https://screencrush.com/fantastic-beasts-and-where-to-find-them-review/', 'rate': '60', 'content': 'Fantastic Beasts is a good movie, and offers a fun and inventive return to Rowling’s wizarding world, but it could have been a better movie if didn’t waste so much time setting up a new franchise.'}",0.68,0.071,0.731,0.197,0.6757
140,936,tt1431045,Deadpool,Deadpool (2016),2016,"{'publisher': 'The Hollywood Reporter', 'author': 'Todd McCarthy', 'link': 'https://www.hollywoodreporter.com/movies/movie-reviews/deadpool-film-review-862293/', 'rate': '80', 'content': ""It takes a little while to get in gear — or perhaps just to adjust to what's going on here — but once it does, Deadpool drops trou to reveal itself as a really raunchy, very dirty and pretty funny goof on the entire superhero ethos, as well as the first Marvel film to irreverently trash the brand.""}",0.88,0.058,0.757,0.185,0.881
141,935,tt1431045,Deadpool,Deadpool (2016),2016,"{'publisher': 'Variety', 'author': 'Justin Chang', 'link': 'https://variety.com/2016/film/reviews/deadpool-review-ryan-reynolds-1201695367/', 'rate': '80', 'content': 'As a vehicle for the impudent comic stylings of Ryan Reynolds, this cheerfully demented origin story is many, many cuts above “Green Lantern,” and as a sly demolition job on the superhero movie, it sure as hell beats “Kick-Ass.”'}",-0.22,0.122,0.772,0.106,-0.2204
142,946,tt1211837,Doctor Strange,Doctor Strange (2016),2016,"{'publisher': 'The Hollywood Reporter', 'author': 'Todd McCarthy', 'link': 'https://www.hollywoodreporter.com/movies/movie-reviews/doctor-strange-review-940709/', 'rate': '80', 'content': 'To his credit, director Scott Derrickson...navigates through the different zones with a fair degree of actual coherence, and delivers the entire package with evident ease and some flair.'}",0.75,0.0,0.829,0.171,0.7506
143,952,tt1211837,Doctor Strange,Doctor Strange (2016),2016,"{'publisher': 'The Playlist', 'author': 'Gregory Ellwood', 'link': 'https://theplaylist.net/doctor-strange-benedict-cumberbatch-visual-wonder-enough-review-20161023/', 'rate': '67', 'content': 'Make no mistake; there is no disputing this is clearly one of Marvel’s better efforts. And, yes, attempting to break from the expected shackles of a lineage of other origin movies is difficult, but you still feel the formula straining at the core of Doctor Strange.'}",-0.59,0.179,0.733,0.088,-0.5859
144,955,tt1386697,Suicide Squad,Suicide Squad (2016),2016,"{'publisher': 'Empire', 'author': 'Dan Jolin', 'link': 'https://www.empireonline.com/movies/reviews/suicide-squad-review/', 'rate': '80', 'content': 'Like Avengers Assemble forced through a Deadpool mangle, Suicide Squad gives new life to DC’s big-screen universe. So bad-to-the-bone it’s good.'}",-0.72,0.203,0.73,0.068,-0.7184
145,963,tt1386697,Suicide Squad,Suicide Squad (2016),2016,"{'publisher': 'ScreenCrush', 'author': 'Matt Singer', 'link': 'https://screencrush.com/suicide-squad-review/', 'rate': '30', 'content': 'From the first scene to the last, it’s an absolute mess.'}",0.0,0.0,1.0,0.0,0.0
